cmt-Conference;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;;COMA
cmt-Conference;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;;LogMap
cmt-Conference;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;;AML
cmt-confOf;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;;COMA
cmt-confOf;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;;LogMap
cmt-confOf;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;;AML
cmt-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;COMA
cmt-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;LogMap
cmt-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;AML
cmt-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;COMA
cmt-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;LogMap
cmt-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;AML
cmt-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;COMA
cmt-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;LogMap
cmt-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;AML
cmt-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;COMA
cmt-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;LogMap
cmt-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;AML
conference-confOf;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;;COMA
conference-confOf;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;;LogMap
conference-confOf;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;;AML
conference-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;COMA
conference-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;LogMap
conference-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;AML
conference-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;COMA
conference-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;LogMap
conference-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;AML
conference-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;COMA
conference-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;LogMap
conference-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;AML
conference-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;COMA
conference-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;LogMap
conference-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/Conference.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;AML
confOf-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;COMA
confOf-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;LogMap
confOf-edas;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;;AML
confOf-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;COMA
confOf-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;LogMap
confOf-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;AML
confOf-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;COMA
confOf-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;LogMap
confOf-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;AML
confOf-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;COMA
confOf-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;LogMap
confOf-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;AML
edas-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;COMA
edas-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;LogMap
edas-ekaw;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;;AML
edas-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;COMA
edas-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;LogMap
edas-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;AML
edas-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;COMA
edas-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;LogMap
edas-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;AML
ekaw-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;COMA
ekaw-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;LogMap
ekaw-iasted;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/iasted.owl;;AML
ekaw-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;COMA
ekaw-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;LogMap
ekaw-sigkdd;/Users/diegopessoa/Projects/doutorado/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/doutorado/ontologies/conference/sigkdd.owl;;AML
