cmt-conference;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;person,name,author,email,university;COMA
cmt-conference;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;person,name,author,email,university;LogMap
cmt-conference;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;person,name,author,email,university;AML
cmt-confOf;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;person,name,author,email,university;COMA
cmt-confOf;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;person,name,author,email,university;LogMap
cmt-confOf;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;person,name,author,email,university;AML
cmt-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;COMA
cmt-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;LogMap
cmt-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;AML
cmt-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;COMA
cmt-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;LogMap
cmt-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;AML
cmt-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;COMA
cmt-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;LogMap
cmt-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;AML
cmt-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;COMA
cmt-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;LogMap
cmt-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/cmt.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;AML
conference-confOf;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;person,name,author,email,university;COMA
conference-confOf;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;person,name,author,email,university;LogMap
conference-confOf;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;person,name,author,email,university;AML
conference-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;COMA
conference-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;LogMap
conference-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;AML
conference-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;COMA
conference-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;LogMap
conference-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;AML
conference-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;COMA
conference-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;LogMap
conference-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;AML
conference-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;COMA
conference-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;LogMap
conference-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/conference.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;AML
confOf-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;COMA
confOf-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;LogMap
confOf-edas;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;person,name,author,email,university;AML
confOf-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;COMA
confOf-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;LogMap
confOf-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;AML
confOf-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;COMA
confOf-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;LogMap
confOf-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;AML
confOf-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;COMA
confOf-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;LogMap
confOf-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/confOf.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;AML
edas-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;COMA
edas-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;LogMap
edas-ekaw;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;person,name,author,email,university;AML
edas-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;COMA
edas-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;LogMap
edas-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;AML
edas-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;COMA
edas-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;LogMap
edas-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/edas.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;AML
ekaw-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;COMA
ekaw-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;LogMap
ekaw-iasted;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;person,name,author,email,university;AML
ekaw-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;COMA
ekaw-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;LogMap
ekaw-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/ekaw.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;AML
iasted-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;COMA
iasted-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;LogMap
iasted-sigkdd;/Users/diegopessoa/Projects/phd/ontologies/conference/iasted.owl;/Users/diegopessoa/Projects/phd/ontologies/conference/sigkdd.owl;person,name,author,email,university;AML
